name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at,,,founded_dummy
Mblox,Mobile|SMS|Wireless,"121,842,730",operating,USA,CA,SF Bay Area,Campbell,7,1999,09/07/04,07/07/14,,,2014
Opera Solutions,Analytics|Enterprise Software|Predictive Analytics,"122,199,999",operating,USA,NJ,Newark,Jersey City,3,2004,14/09/11,23/10/14,,,2014
Stoke,Mobile,"122,609,480",operating,USA,CA,SF Bay Area,Santa Clara,11,2004,01/01/04,02/02/14,,,2014
Spark Therapeutics,Biotechnology,"122,800,000",ipo,USA,PA,Philadelphia,Philadelphia,2,2013,22/10/13,27/05/14,,,2014
Optoro,Enterprise Software,"122,900,000",operating,USA,MD,"Washington, D.C.",Lanham,5,2004,21/01/11,28/07/15,,,2014
CardioNet,Enterprise Software|Health Care,"123,000,000",ipo,USA,PA,Philadelphia,Conshohocken,2,1999,13/01/03,26/03/07,,,2014
Alereon,Hardware|Semiconductors,"123,000,000",operating,USA,TX,Austin,Austin,7,2003,25/10/05,05/06/12,,,2014
Compass,Curated Web|Local|Mobile|Real Estate,"123,000,000",operating,USA,NY,New York City,New York,4,2012,16/12/12,15/09/15,,,2014
SoundCloud Inc.,Artists Globally|Independent Music Labels|Music|Network Security|Usability,"123,319,000",operating,USA,CA,Los Angeles,Los Angeles,5,2011,14/04/09,31/07/14,,,2014
Sprinklr,Advertising|Analytics|Blogging Platforms|Enterprise Software|Facebook Applications|Social CRM|Social Media|Social Media Management|Social Media Marketing|Twitter Applications,"123,500,000",operating,USA,NY,New York City,New York,5,2009,07/03/12,31/03/15,,,2014
Ingenu,Communications Infrastructure|Internet of Things|Mobile|Smart Grid|Wireless,"123,584,454",operating,USA,CA,San Diego,San Diego,7,2008,06/08/09,28/07/15,,,2014
Prodea,Application Platforms|Digital Media|Home Automation|Internet of Things|Services|Software,"124,130,954",operating,USA,TX,Dallas,Richardson,4,2006,05/01/10,08/04/14,,,2014
Fancy,Curated Web|Online Shopping|Social Media,"124,400,000",operating,USA,NY,New York City,New York,7,2009,01/06/09,10/02/15,,,2014
Intuity Medical,Health Care|Medical Devices,"124,402,778",operating,USA,CA,SF Bay Area,Sunnyvale,10,2002,05/01/10,10/07/15,,,2014
Targacept,Biotechnology|Health Care,"124,414,483",ipo,USA,NC,Winston-Salem,Winston Salem,4,1997,01/08/00,09/12/04,,,2014
Siluria Technologies,Nanotechnology,"124,468,875",operating,USA,CA,SF Bay Area,San Francisco,7,2008,05/06/09,17/11/15,,,2014
Dimension Therapeutics,Biotechnology,"124,500,000",operating,USA,MA,Boston,Cambridge,4,2013,18/11/13,21/04/15,,,2014
LEAF Commercial Capital,Finance,"125,000,000",operating,USA,PA,Philadelphia,Philadelphia,2,1995,23/11/11,23/11/11,,,2014
Boingo Wireless,Software|Telecommunications,"125,000,000",ipo,USA,CA,Los Angeles,Los Angeles,3,2001,10/10/03,01/12/14,,,2014
kCura,Ediscovery|Legal|Software,"125,000,000",operating,USA,IL,Chicago,Chicago,1,2001,03/02/15,03/02/15,,,2014
Anaqua,Software,"125,000,000",operating,USA,MA,Boston,Boston,2,2004,17/07/13,17/10/13,,,2014
Collective Health,Analytics|Business Intelligence|Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Insurance|Software,"125,000,000",operating,USA,CA,SF Bay Area,San Mateo,3,2013,31/01/14,20/10/15,,,2014
MetricStream,Risk Management|Software,"125,020,000",operating,USA,CA,SF Bay Area,Palo Alto,6,1999,29/09/06,04/09/14,,,2014
Bigcommerce,E-Commerce|Online Shopping|Web Development,"125,204,369",operating,USA,TX,Austin,Austin,5,2009,01/08/11,13/05/15,,,2014
Avinger,Health Care,"125,796,572",ipo,USA,CA,SF Bay Area,Redwood City,5,2007,11/01/11,15/09/14,,,2014
8x8 Inc,Contact Centers|Telecommunications|Unifed Communications|Video Conferencing,"126,000,000",ipo,USA,CA,SF Bay Area,San Jose,1,1987,20/11/13,20/11/13,,,2014
FibroGen,Biotechnology,"126,023,000",operating,USA,CA,SF Bay Area,San Francisco,3,1993,17/02/05,10/12/14,,,2014
Astute Medical,Biotechnology|Health Care|Health Diagnostics,"126,134,082",operating,USA,CA,San Diego,San Diego,7,2007,01/05/08,14/10/15,,,2014
Motif Investing,Brokers|Consumers|Finance|Financial Services,"126,500,000",operating,USA,CA,SF Bay Area,San Mateo,6,2010,07/07/11,20/01/15,,,2014
Proteon Therapeutics,Biotechnology,"126,538,660",ipo,USA,MA,Boston,Waltham,5,2001,06/09/07,16/05/14,,,2014
RedPrairie Holding,Software,"127,120,835",operating,USA,WI,Milwaukee,Waukesha,4,2005,31/03/10,27/05/14,,,2014
ReachLocal,Advertising|Internet Marketing|Sales and Marketing|Semantic Search|SEO|Social Media|Web Presence Management,"127,335,670",ipo,USA,CA,Los Angeles,Woodland Hills,8,2004,01/03/04,06/05/15,,,2014
Singulex,Biotechnology,"127,336,875",operating,USA,CA,SF Bay Area,Alameda,7,2003,17/07/06,26/09/13,,,2014
DFine,Health Care|Medical Devices,"127,342,000",operating,USA,CA,SF Bay Area,San Jose,7,2004,14/12/05,01/04/12,,,2014
Bonobos,E-Commerce|Fashion|Retail|Shoes,"127,649,865",operating,USA,NY,New York City,New York,7,2007,01/09/08,02/07/14,,,2014
Infusionsoft,CRM|Email Marketing|Internet Marketing|Marketing Automation|Small and Medium Businesses|Software,"127,900,000",operating,USA,AZ,Phoenix,Chandler,5,2001,17/10/07,05/10/14,,,2014
Ping Identity Corporation,Identity|Identity Management|Security,"128,346,520",operating,USA,CO,Denver,Denver,9,2002,13/04/04,18/09/14,,,2014
Argos Therapeutics,Biotechnology|Health Care,"128,352,074",ipo,USA,NC,Raleigh,Durham,7,1997,21/09/10,15/04/15,,,2014
3-V Biosciences,Biotechnology,"128,477,567",operating,USA,CA,SF Bay Area,Menlo Park,7,2007,22/05/07,17/03/15,,,2014
Revel Systems,Analytics|Mobile|Mobile Payments|Point of Sale,"128,500,000",operating,USA,CA,SF Bay Area,San Francisco,6,2010,24/05/11,18/08/15,,,2014
Radius,Analytics|Business Intelligence|Marketing Automation|Predictive Analytics|Sales and Marketing,"128,850,000",operating,USA,TX,Austin,Austin,6,2012,19/09/09,29/07/15,,,2014
Tradeshift,Cloud Computing|Enterprise Software|Software,"128,999,992",operating,USA,CA,SF Bay Area,San Francisco,4,2009,16/05/11,08/05/14,,,2014
Birst,Analytics|Business Intelligence|Enterprise Software|Web Development,"129,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,2004,01/05/12,17/03/15,,,2014
Behalf,Finance|Internet|Payments,"129,000,000",operating,USA,NY,New York City,New York,2,2011,03/09/13,29/07/15,,,2014
Fastly,Content Delivery,"129,000,000",operating,USA,CA,SF Bay Area,San Francisco,5,2011,01/01/11,05/08/15,,,2014
Bill.com,Finance|SaaS,"129,100,000",operating,USA,CA,SF Bay Area,Palo Alto,8,2006,01/01/07,11/02/15,,,2014
VaxInnate,Biotechnology,"129,258,455",operating,USA,NJ,Newark,Cranbury,7,2002,12/03/04,28/09/15,,,2014
Theravance,Biotechnology|Health Care,"129,375,000",ipo,USA,CA,SF Bay Area,South San Francisco,1,1996,29/11/10,29/11/10,,,2014
Wealthfront,Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management,"129,500,000",operating,USA,CA,SF Bay Area,Palo Alto,5,2011,16/12/08,27/10/14,,,2014
PaxVax,Biotechnology,"129,606,472",operating,USA,CA,SF Bay Area,Menlo Park,7,2007,09/11/09,28/07/14,,,2014
Welltok,Health and Wellness,"129,990,798",operating,USA,CO,Denver,Denver,7,2009,24/08/11,03/12/15,,,2014
ReVision Optics,Biotechnology,"129,999,998",operating,USA,CA,Anaheim,Lake Forest,4,1996,30/04/07,29/07/13,,,2014
Shazam,Android|Ediscovery|Games|iOS|iPhone|Music,"130,000,000",operating,USA,NY,New York City,New York,11,2002,01/03/01,26/02/15,,,2014
Gradient Resources Inc.,Analytics,"130,272,724",operating,USA,OR,Eugene,Bend,2,1991,02/02/10,27/08/14,,,2014
Bazaarvoice,Content|E-Commerce|Internet|Networking|Reviews and Recommendations|SaaS|Social Commerce|Social Media|Software,"130,552,663",ipo,USA,TX,Austin,Austin,5,2005,01/05/06,16/11/12,,,2014
Specific Media,Advertising|Auctions|Digital Media,"130,868,275",operating,USA,CA,Anaheim,Irvine,6,2000,31/01/06,01/01/12,,,2014
Joyent,Apps|Automotive|Cloud Computing|Enterprise Software|Facebook Applications|Infrastructure|Open Source|Software|Web Hosting,"130,999,998",operating,USA,CA,SF Bay Area,San Francisco,8,2004,01/01/05,31/10/14,,,2014
Atieva,Automotive|Electric Vehicles|Software,"131,000,000",operating,USA,CA,SF Bay Area,Menlo Park,3,2007,17/12/09,21/05/14,,,2014
thredUP,E-Commerce|Fashion|Retail,"131,120,000",operating,USA,CA,SF Bay Area,San Francisco,6,2009,24/02/10,10/09/15,,,2014
Tendril,Software,"131,190,000",operating,USA,CO,Denver,Boulder,8,2004,01/01/05,15/12/14,,,2014
Netskope,Cloud Security|Data Security|Information Security|Software,"131,400,000",operating,USA,CA,SF Bay Area,Los Altos,4,2012,01/01/13,03/09/15,,,2014
Calxeda,Application Platforms|Data Centers|Software,"131,750,000",operating,USA,TX,Austin,Austin,5,2008,16/08/10,09/10/12,,,2014
Avvo,Legal|Marketplaces|Reviews and Recommendations,"132,000,000",operating,USA,WA,Seattle,Seattle,5,2007,01/01/06,28/07/15,,,2014
INVIDI Technologies,Software,"132,250,000",operating,USA,NJ,Newark,Princeton,6,2000,04/05/04,14/04/11,,,2014
Broad Institute,Biotechnology,"132,500,000",operating,USA,MA,Boston,Cambridge,2,2003,26/01/12,15/11/13,,,2014
Vessel,Content|Content Creators|Internet|Video,"132,500,000",operating,USA,CA,SF Bay Area,San Francisco,2,2013,24/06/14,17/04/15,,,2014
Xanodyne,Biotechnology,"132,783,861",operating,USA,KY,KY - Other,Newport,3,2000,23/06/04,30/10/09,,,2014
BTI Systems,Software,"132,787,385",operating,USA,MA,Boston,Littleton,14,2000,06/04/05,02/03/15,,,2014
QD Vision,Nanotechnology|Organic|Semiconductors|Video,"132,999,998",operating,USA,MA,Boston,Lexington,10,2004,01/08/05,09/11/15,,,2014
AltSchool,Education|Technology,"133,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,2013,01/08/13,04/05/15,,,2014
Glu Mobile,Freemium|Games|Mobile|Technology,"133,121,250",ipo,USA,CA,SF Bay Area,San Francisco,5,2001,22/04/05,14/05/15,,,2014
American Well,Biotechnology,"133,149,345",operating,USA,MA,Boston,Boston,4,2006,23/10/09,06/08/15,,,2014
iRhythm Technologies,Biotechnology,"133,171,781",operating,USA,CA,SF Bay Area,San Francisco,11,2006,08/02/07,17/03/15,,,2014
ZPower,Batteries|Clean Technology|Medical Devices,"133,437,465",operating,USA,CA,Santa Barbara,Camarillo,8,1996,12/10/04,28/05/14,,,2014
CytomX Therapeutics,Biotechnology,"133,500,000",ipo,USA,CA,Santa Barbara,Santa Barbara,5,2008,03/03/10,16/06/15,,,2014
Videology,Ad Targeting|Advertising|Analytics|Digital Media|Mobile|Video|Video Streaming,"134,191,580",operating,USA,MD,Baltimore,Baltimore,5,2007,26/02/08,28/05/13,,,2014
Medrobotics,Biotechnology|Hardware,"134,300,000",operating,USA,MA,MA - Other,Raynham,7,2011,21/11/11,07/11/15,,,2014
Direct Flow Medical,Health Care,"134,347,607",operating,USA,CA,Napa Valley,Santa Rosa,5,2004,19/10/07,05/12/14,,,2014
Quixey,Technology,"134,900,000",operating,USA,CA,SF Bay Area,Mountain View,6,2009,07/04/11,06/03/15,,,2014
Alpheus Communications,Web Hosting,"135,000,000",operating,USA,TX,Houston,Houston,1,2001,11/06/13,11/06/13,,,2014
Nintex,Cloud Data Services|Information Technology|Software,"135,000,000",operating,USA,WA,Seattle,Bellevue,1,2006,27/03/13,27/03/13,,,2014
17zuoye,Education|Language Learning,"135,000,000",operating,USA,VA,VA - Other,Shanghai,5,2007,01/01/11,19/02/15,,,2014
Serious Energy,Clean Technology,"135,147,224",operating,USA,CA,SF Bay Area,Sunnyvale,5,2002,01/11/07,21/11/11,,,2014
CardioKinetix,Health and Wellness|Health Care|Medical Devices,"135,500,000",operating,USA,CA,SF Bay Area,Menlo Park,5,2003,15/07/08,08/12/14,,,2014
BioAmber,Biotechnology,"135,585,460",ipo,USA,MN,Minneapolis,Plymouth,6,1997,04/05/11,02/07/14,,,2014
Achronix Semiconductor,Semiconductors,"135,776,263",operating,USA,CA,SF Bay Area,Santa Clara,5,2004,23/01/07,09/04/13,,,2014
Rhythm Pharmaceuticals,Biotechnology,"135,900,000",operating,USA,MA,Boston,Boston,9,2008,15/03/10,24/09/15,,,2014
Aspen Aerogels,Clean Technology,"136,000,000",ipo,USA,MA,Worcester,Northborough,6,2001,25/06/08,17/05/13,,,2014
Apptio,Corporate IT|Enterprise Software|SaaS,"136,000,000",operating,USA,WA,Seattle,Bellevue,7,2007,15/11/07,01/07/14,,,2014
TubeMogul,Advertising|Analytics|Content Syndication|Internet|Online Video Advertising|Software|Video,"136,057,047",ipo,USA,CA,SF Bay Area,Emeryville,8,2006,15/10/07,11/06/15,,,2014
Autonomic Technologies,Health Care,"136,200,000",operating,USA,CA,SF Bay Area,San Francisco,5,2007,14/01/08,25/06/15,,,2014
Vidyo,Messaging,"136,415,300",operating,USA,NJ,Newark,Hackensack,11,2005,05/10/07,25/08/14,,,2014
SHINE Medical Technologies,Hardware + Software,"136,666,166",operating,USA,WI,Madison,Madison,5,2010,03/03/11,10/10/14,,,2014
Cvent,Event Management|Software,"136,911,999",ipo,USA,VA,"Washington, D.C.",Mclean,3,1999,01/09/00,17/01/12,,,2014
Origin Holdings,Health and Wellness,"137,016,455",operating,USA,IL,Chicago,Chicago,2,2009,07/01/10,15/03/12,,,2014
Code42,Data Privacy|Data Security|Security|Storage,"137,500,000",operating,USA,MN,Minneapolis,Minneapolis,2,2001,17/01/12,06/10/15,,,2014
Audentes Therapeutics,Biotechnology,"137,500,000",operating,USA,CA,SF Bay Area,San Francisco,3,2013,18/07/13,13/10/15,,,2014
ViaSat,Mobile,"137,805,780",ipo,USA,CA,San Diego,Carlsbad,2,1986,23/12/09,08/07/10,,,2014
BIND Therapeutics,Biotechnology|Health Care,"137,847,684",ipo,USA,MA,Boston,Cambridge,6,2006,27/11/07,20/09/13,,,2014
Wikimedia Foundation,Nonprofits|Open Source|Semantic Search|Web Tools,"138,000,000",operating,USA,CA,SF Bay Area,San Francisco,8,2003,01/03/08,01/12/12,,,2014
Alvine Pharmaceuticals,Biotechnology,"138,012,000",operating,USA,CA,SF Bay Area,San Carlos,6,2005,06/09/06,14/05/13,,,2014
Moda Operandi,Fashion,"138,414,215",operating,USA,NY,New York City,New York,5,2010,23/06/10,13/02/15,,,2014
Delivery Agent,E-Commerce,"138,442,109",operating,USA,CA,SF Bay Area,San Francisco,12,2001,29/03/05,26/08/14,,,2014
Accera,Biotechnology,"138,581,610",operating,USA,CO,Denver,Broomfield,5,2001,16/09/04,25/10/13,,,2014
RainDance Technologies,Biotechnology,"138,660,528",operating,USA,MA,Boston,Billerica,6,2004,17/04/07,03/03/14,,,2014
Exagen Diagnostics,Biotechnology|Health Diagnostics,"138,845,088",operating,USA,NM,Albuquerque,Albuquerque,18,2002,14/01/04,06/07/15,,,2014
Nixon,Fashion,"139,000,000",operating,USA,CA,San Diego,Encinitas,1,1997,19/02/12,19/02/12,,,2014
eASIC,Semiconductors,"139,143,676",operating,USA,CA,SF Bay Area,Santa Clara,9,1999,28/05/04,11/09/13,,,2014
nLIGHT Corp.,Lasers,"139,304,040",operating,USA,OR,"Portland, Oregon",Hillsboro,9,2000,31/12/01,11/08/15,,,2014
Flatiron Health,Health and Wellness|Health Care,"139,443,000",operating,USA,NY,New York City,New York,3,2012,17/01/13,15/09/14,,,2014
OSIsoft,Enterprise Software,"139,500,000",operating,USA,CA,SF Bay Area,San Leandro,2,1980,21/10/09,05/01/11,,,2014
Aileron Therapeutics,Biotechnology,"139,500,000",operating,USA,MA,Worcester,Hardwick,7,2005,01/12/06,29/10/14,,,2014
Intacct,Accounting|Cloud Computing|Enterprise Software|Finance|SaaS|Software,"139,800,000",operating,USA,CA,SF Bay Area,San Jose,9,1999,21/05/06,18/02/14,,,2014
LSQ Funding Group,Finance|Security,"140,000,000",operating,USA,FL,Orlando,Maitland,2,1996,15/04/15,06/07/15,,,2014
RetailNext,Data Visualization|Manufacturing|Retail,"140,000,000",operating,USA,CA,SF Bay Area,San Jose,2,2007,30/04/14,15/04/15,,,2014
NantWorks,Semiconductors,"140,000,000",operating,USA,CA,Los Angeles,Los Angeles,2,2013,25/07/12,18/05/14,,,2014
IronPlanet,E-Commerce,"140,041,914",operating,USA,CA,SF Bay Area,Pleasanton,7,1999,01/01/99,17/09/15,,,2014
Quora,Curated Web|Semantic Search,"141,000,000",operating,USA,CA,SF Bay Area,Mountain View,3,2009,28/03/10,09/04/14,,,2014
Carbon3D,3D Technology,"141,000,000",operating,USA,CA,SF Bay Area,Redwood City,3,2013,31/12/13,20/08/15,,,2014
Airspan Networks,Mobile|Web Hosting,"141,636,023",ipo,USA,FL,Palm Beaches,Boca Raton,11,1992,02/09/09,08/10/15,,,2014
Auction.com,Real Estate,"141,750,000",operating,USA,CA,Anaheim,Irvine,3,2007,17/08/12,05/03/14,,,2014
Illumio,Data Centers|Enterprise Software|Security|Software,"142,500,000",operating,USA,CA,SF Bay Area,Sunnyvale,3,2013,14/01/13,14/04/15,,,2014
MobiTV,Games|Mobile Video|Software|Video Streaming,"142,799,000",operating,USA,CA,SF Bay Area,Emeryville,7,2003,30/06/01,01/04/13,,,2014
Amedica,Biotechnology|Health Care,"142,825,000",ipo,USA,UT,Salt Lake City,Salt Lake City,6,2009,17/05/07,02/07/14,,,2014
Cardlytics,Advertising,"143,000,000",operating,USA,GA,Atlanta,Atlanta,3,2008,08/09/11,29/10/14,,,2014
INRIX,Analytics|Big Data|Crowdsourcing|Public Transportation|SEO,"143,100,018",operating,USA,WA,Seattle,Kirkland,9,2004,11/04/05,04/02/15,,,2014
Aduro BioTech,Biotechnology,"143,380,947",ipo,USA,CA,SF Bay Area,Berkeley,8,2000,17/11/09,05/01/15,,,2014
Otonomy,Biotechnology,"143,400,000",ipo,USA,CA,San Diego,San Diego,4,2008,11/06/10,30/04/14,,,2014
Avedro,Health Care,"143,493,604",operating,USA,MA,Boston,Waltham,8,2007,29/04/09,13/11/15,,,2014
Skyonic,Clean Technology|Environmental Innovation|Technology,"143,500,000",operating,USA,TX,Austin,Austin,5,2005,08/02/10,22/05/14,,,2014
Sentient Technologies,Software,"143,780,450",operating,USA,CA,SF Bay Area,San Francisco,5,2007,19/04/10,24/11/14,,,2014
Intrapace,Biotechnology,"143,922,827",operating,USA,CA,SF Bay Area,San Jose,6,2001,14/07/04,26/08/13,,,2014
Onshape,CAD|Mobile|Software,"144,000,000",operating,USA,MA,Boston,Cambridge,4,2012,01/01/13,24/09/15,,,2014
PhaseBio Pharmaceuticals,Biotechnology,"144,124,067",operating,USA,PA,Philadelphia,Malvern,6,2002,24/10/07,12/03/15,,,2014
Nanosys,Nanotechnology,"144,273,501",operating,USA,CA,SF Bay Area,Milpitas,9,2001,24/04/03,02/06/15,,,2014
Anaplan,Cloud Computing|Enterprise Software,"144,400,000",operating,USA,CA,SF Bay Area,San Francisco,3,2006,19/01/12,13/05/14,,,2014
Versartis,Health Care,"144,499,999",ipo,USA,CA,SF Bay Area,Menlo Park,6,2008,02/06/09,19/02/14,,,2014
obopay,Mobile,"144,760,181",operating,USA,CA,SF Bay Area,Redwood City,6,2005,08/03/06,25/07/11,,,2014
MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,"144,800,000",ipo,USA,CA,SF Bay Area,Mountain View,8,2007,24/09/07,10/10/13,,,2014
Fallbrook Technologies,Auto|Clean Technology|Industrial|Innovation Engineering|Technology,"145,287,897",operating,USA,TX,Austin,Cedar Park,8,1998,12/01/09,14/07/14,,,2014
Five Prime Therapeutics,Biotechnology|Health and Wellness|Health Care,"145,540,487",ipo,USA,CA,SF Bay Area,San Francisco,6,2002,08/02/05,26/03/14,,,2014
Bellicum Pharmaceuticals,Biotechnology,"145,932,588",ipo,USA,TX,Houston,Houston,10,2004,09/10/07,27/08/14,,,2014
Trilliant,Hardware + Software|Smart Grid,"146,000,000",operating,USA,CA,SF Bay Area,Redwood City,3,1995,19/08/08,21/12/10,,,2014
Kolltan Pharmaceuticals,Biotechnology,"146,000,000",operating,USA,CT,Hartford,New Haven,6,2007,31/07/08,19/03/14,,,2014
Coursera,EdTech|Education,"146,100,000",operating,USA,CA,SF Bay Area,Mountain View,6,2012,18/04/12,27/10/15,,,2014
Solazyme,Chemicals|Clean Technology,"146,110,000",ipo,USA,CA,SF Bay Area,South San Francisco,7,2003,01/12/04,09/08/10,,,2014
Optimizely,Ad Targeting|Internet Marketing|Personalization|Software,"146,200,000",operating,USA,CA,SF Bay Area,San Francisco,6,2009,15/12/09,13/10/15,,,2014
CareDx,Biotechnology|Diagnostics|Fitness|Health and Wellness|Health Care|Health Diagnostics,"146,397,292",ipo,USA,CA,SF Bay Area,Brisbane,9,2000,01/12/04,12/09/12,,,2014
Knewton,Colleges|EdTech|Education|K-12 Education|Machine Learning|Personalization,"147,250,017",operating,USA,NY,New York City,New York,6,2008,21/05/08,30/10/15,,,2014
Prysm,Displays|Hardware + Software,"147,558,930",operating,USA,CA,SF Bay Area,San Jose,3,2005,05/01/10,27/10/11,,,2014
Mobile Iron,Mobile,"147,584,247",operating,USA,CA,SF Bay Area,Mountain View,5,2007,13/08/09,29/08/13,,,2014
Cornice,Hardware + Software,"148,000,000",operating,USA,CO,Denver,Longmont,2,2000,27/02/04,14/12/05,,,2014
Zscaler,Cloud Computing|Cloud Security|Data Security|Email|Internet|Mobile|Security,"148,000,000",operating,USA,CA,SF Bay Area,San Jose,3,2008,30/08/12,22/09/15,,,2014
Benvenue Medical,Health Care,"149,465,921",operating,USA,CA,SF Bay Area,Santa Clara,8,2004,07/01/08,18/06/14,,,2014
Altiostar Networks,Mobile,"149,499,995",operating,USA,MA,Boston,Tewksbury,5,2011,26/04/12,24/02/15,,,2014
Aeropostale,Consumers|E-Commerce,"150,000,000",ipo,USA,NY,New York City,New York,1,1987,28/05/14,28/05/14,,,2014
Calix,Semiconductors|Telecommunications|Television|VoIP|Web Hosting,"150,000,000",ipo,USA,CA,Napa Valley,Petaluma,3,1999,07/02/03,31/08/09,,,2014
Sientra,Health Care,"150,000,000",ipo,USA,CA,Santa Barbara,Santa Barbara,2,2007,18/04/07,28/03/12,,,2014
Epplament Energy,Clean Technology,"150,000,000",operating,USA,TX,Houston,Houston,1,2008,01/02/09,01/02/09,,,2014
Precision for Medicine,Health Care,"150,000,000",operating,USA,MD,"Washington, D.C.",Chevy Chase,1,2011,02/04/13,02/04/13,,,2014
SolidFire,Enterprise Software,"150,035,000",operating,USA,CO,Denver,Boulder,5,2010,04/08/10,07/10/14,,,2014
bluebird bio,Biotechnology,"150,500,000",ipo,USA,MA,Boston,Cambridge,6,1992,07/10/04,27/10/12,,,2014
Lytro,Hardware|Hardware + Software|Photography|Software,"150,750,000",operating,USA,CA,SF Bay Area,Mountain View,5,2011,23/08/08,13/11/14,,,2014
ClearEdge Power,Clean Technology|Energy|Renewable Energies,"150,770,000",operating,USA,OR,"Portland, Oregon",Hillsboro,8,2003,31/08/07,19/03/14,,,2014
Aquion Energy,Clean Technology,"150,910,788",operating,USA,PA,Pittsburgh,Pittsburgh,5,2008,13/06/08,29/09/14,,,2014
Acetylon Pharmaceuticals,Biotechnology,"151,250,000",operating,USA,MA,Boston,Boston,6,2008,01/08/09,29/07/13,,,2014
Kareo,Cloud Computing|Health Care Information Technology|Medical|Software|Startups,"151,299,999",operating,USA,CA,Anaheim,Irvine,10,2004,25/04/05,28/07/15,,,2014
Lithium Technologies,Social CRM|Software,"151,650,012",operating,USA,CA,SF Bay Area,San Francisco,13,2001,17/04/07,03/09/13,,,2014
Cerulean Pharma,Health Care,"151,700,000",ipo,USA,MA,Boston,Cambridge,11,2006,01/12/06,07/04/15,,,2014
Health Catalyst,Analytics,"152,000,000",operating,USA,UT,Salt Lake City,Salt Lake City,5,2008,01/09/11,17/03/15,,,2014
SGN (Social Gaming Network),Games,"152,000,000",operating,USA,CA,Los Angeles,Culver City,5,2010,01/05/08,23/07/15,,,2014
Tandem Diabetes Care,Health Care,"152,001,200",ipo,USA,CA,San Diego,San Diego,4,2008,07/07/08,11/09/12,,,2014
Market Track,Market Research,"153,000,000",operating,USA,IL,Chicago,Chicago,1,1990,25/10/13,25/10/13,,,2014
Sagent Pharmaceuticals,Biotechnology|Health Care,"153,000,000",ipo,USA,IL,Chicago,Schaumburg,4,2007,27/09/07,08/04/10,,,2014
"Roku, Inc.",Consumer Electronics|Entertainment|Hardware + Software,"153,100,000",operating,USA,CA,SF Bay Area,Saratoga,8,2002,01/01/08,22/10/14,,,2014
XOJET,Public Transportation,"153,450,218",operating,USA,CA,SF Bay Area,San Carlos,2,2001,26/09/07,16/12/09,,,2014
K2,Software|Technology|Web Development,"153,496,208",operating,USA,WA,Seattle,Bellevue,1,2000,03/04/15,03/04/15,,,2014
Xtera Communications,Hardware + Software,"153,764,344",operating,USA,TX,Dallas,Allen,6,1998,19/08/03,04/09/15,,,2014
Natera,Biotechnology|Health Diagnostics,"154,100,000",ipo,USA,CA,SF Bay Area,Redwood City,7,2004,05/12/08,06/04/15,,,2014
Amonix,Clean Technology,"154,400,000",operating,USA,CA,Los Angeles,Torrance,2,1989,24/11/09,21/04/10,,,2014
Constellation Pharmaceuticals,Biotechnology,"154,450,000",operating,USA,MA,Boston,Cambridge,5,2008,13/08/09,06/08/14,,,2014
Sumo Logic,Analytics,"155,000,000",operating,USA,CA,SF Bay Area,Redwood City,4,2010,31/01/12,01/06/15,,,2014
Ascletis,Health and Wellness,"155,000,000",operating,USA,NC,Raleigh,Chapel Hill,3,2011,06/04/11,02/12/15,,,2014
Canadian Solar,Semiconductors,"155,111,530",ipo,USA,CA,Ontario - Inland Empire,Ontario,3,2001,26/02/14,19/06/15,,,2014
Zafgen,Biotechnology,"155,180,000",ipo,USA,MA,Boston,Boston,7,2005,11/09/06,17/04/14,,,2014
Synta Pharmaceuticals,Biotechnology|Health Care,"155,350,000",ipo,USA,MA,Boston,Lexington,5,2000,14/01/04,01/04/15,,,2014
GlassHouse Technologies,Cloud Computing|Consulting|Data Centers|Flash Storage|Homeland Security|IT and Cybersecurity|Services|Storage|Virtualization,"155,710,155",operating,USA,MA,Boston,Framingham,13,2001,01/07/01,23/01/12,,,2014
ExteNet Systems,Web Hosting|Wireless,"155,900,000",operating,USA,IL,Chicago,Lisle,2,2003,19/05/08,25/01/10,,,2014
CrowdStrike,Security,"156,000,000",operating,USA,CA,Anaheim,Irvine,3,2011,23/02/12,13/07/15,,,2014
Net Element,E-Commerce|Mobile Commerce|Mobile Payments|Payments|Technology,"156,400,000",ipo,USA,FL,Miami,Miami,11,2004,29/04/12,01/05/15,,,2014
Revance Therapeutics,Biotechnology|Health Care,"156,820,000",ipo,USA,CA,SF Bay Area,Newark,5,2002,12/12/07,24/10/13,,,2014
Practice Fusion,Electronic Health Records|Health and Wellness|Health Care|Physicians,"157,519,998",operating,USA,CA,SF Bay Area,San Francisco,12,2005,01/03/09,20/10/14,,,2014
TransMedics,Health Care|Medical Devices,"158,178,559",operating,USA,MA,Boston,Andover,10,1998,27/01/04,21/09/15,,,2014
Zosano Pharma,Biotechnology,"158,688,887",ipo,USA,CA,SF Bay Area,Fremont,9,2006,15/11/07,03/02/15,,,2014
